abandon,[E5bAndEn],"vt.放弃, 遗弃//n.放任, 狂热"
ken,[ken],"n.视野, 知识领域, 见地"
kidnap,[5kidnAp],"vt.诱拐(小孩), 绑架, 勒赎"
kindle,[5kindl],"vt.点燃, 使着火, 引起, 照亮//vi.着火, 煽动, 激起, 发亮"
kingdom,[5kiNdEm],"n.王国, [宗]天国, 上帝的统治, 领域"
kite,[kait],"n.风筝, (微风时使用的)高而轻的帆, <俚>[商]空头支票, 试探性行动//vi.象风筝一样飞, 轻快地移动, 使用空头支票//vt.使上升, 骗钱"
knell,[nel],n.丧钟//v.敲丧钟
know,[nEu],"v.知道, 了解, 认识, 熟悉, 认出, 分辨, 确信"
knowledge,[5nClidV],"n.知识, 学问, 认识, 知道, <古>学科"
knowledgeable,[5nClidVEbl],"adj.知识渊博的, 有见识的"
laborious,[lE5bC:riEs],"adj.(指工作)艰苦的, 费力的, (指人)勤劳的"
labyrinth,[5lAbErinW],"n.迷路, 迷宫, 难解的事物"
lack,[lAk],"n.缺乏, 短缺的东西//vt.缺乏, 没有, 需要//vi.缺乏, 没有"
lackey,[5lAki],"n.(穿制服的) 男仆, 侍从, 马屁精//vt.侍候, 奉承"
ladybug,[`leidibQg],n.瓢虫
lag,[lAg],"n.落后, 囚犯, 迟延, 桶板, 防护套//adj.最后的//vi.缓缓而行, 滞后//vt.落后于, 押往监狱, 加上外套"
lagoon,[lE5gu:n],n.泻湖//礁湖
lament,[lE5ment],"n.悲伤, 哀悼, 恸哭, 挽诗, 悼词//vt.哀悼//vi.悔恨, 悲叹"
lampoon,[lAm5pu:n],n.（嘲讽个人的）强烈讽刺文//vt.讽刺
land,[lAnd],"n.陆地, (书面语)国家、国土, 地带, [复数]地产, 田产//vi.靠岸, 登陆, 登岸, 到达//vt.使上岸, 使登陆, 使到达, 使处于"
languid,[5lANgwid],"adj.疲倦的, 无力的, 没精打采的"
languish,[5lANgwiF],"vi.憔悴, 凋萎, 衰退, 苦思"
lank,[lANk],"adj.瘦的, （树等）细长的, （草等）稀疏的, （头发）平直的"
lanky,[5lANki],adj.瘦长的
larch,[lB:tF],"n.落叶松属植物, 其木材"
lash,[lAF],"n.鞭子, 鞭打, 睫毛, 责骂, 讽刺//vt.鞭打, 摆动, 扎捆, 冲击, 煽动, 讽刺//vi.猛击, 急速甩动"
lasting,[5lB:stiN],"adj.持久的, 永久的, 永恒的, 耐久的//n.厚实斜纹织物(作鞋帮等用)的"
late,[leit],"adj.迟的, 晚(期)的, 已故的, 新近的//adv.晚, 迟, 最近, 在晚期"
lately,[5leitli],"adv.近来, 最近"
latitude,[5lAtitju:d],"n.纬度, 范围, (用复数)地区, 行动或言论的自由(范围) 冲击, 煽动,"
laud,[lC:d],"n.赞美, 称赞, 颂歌//vt.赞美, 称赞"
laudable,[5lC:dEbl],"adj.值得赞美的, 值得称赞的"
launch,[lC:ntF; lB:ntF],"n.下水, 汽艇, 发射, 发行, 投放市场//vt.使(船)下水, 掷(标枪等), 发射(导弹、火箭等), 开办, 发动, 发起//vi.起飞, 下水, 投入, 开始"
laurel,[5lCrEl],"n.[植]月桂树, 桂冠, 殊荣//vt.使戴桂冠, 授予荣誉"
lavish,[5lAviF],"adj.非常大方的, 过分丰富的, 浪费的//vt.浪费, 滥用, 慷慨给予"
lawn,[lC:n],"n.草地, 草坪, (均匀生长于固体培养基的)菌苔"
lawsuit,[5lC:su:t; 5lC:sju:t],n.诉讼(尤指非刑事案件)厍? 行动或言论的自由(范围)街钡
lay,[lei],"vt.放置, 铺设, 产(卵)提出, 平息, 布置//vi.下蛋, 打赌//n.位置, 层面, 形势, 短叙事诗//adj.世俗的, 外行的//vbl.lie的过去式"
lead,[li:d],"vt.领导, 引导, 致使//vi.领导, (道路等)通向, 导致, 用水砣测深//n.领导, 领先, 导线, 铅, (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
leading,[5li:diN],"adj.领导的, 第一位的, 最主要的"
league,[li:g],"n.同盟, 联盟, 盟约, 联合会, 社团//v.组联盟, (使)加盟"
leak,[li:k],"n.漏洞, 漏出, 漏出物, 泄漏, <俚>撒尿//vi.漏, 泄漏//vt.使渗漏"
learn,[lE:n],"vi.学习, 听到, 获悉//vt.学习, 学会, 认识到"
lease,[li:s],"n.租借, 租约, 租赁物, 租期, 延续的一段时间//vt.出租, 租出, 租得"
leash,[li:F],"n.拴狗颈的皮带, 控制, 约束//vt.以皮带束缚, 束缚"
leave off,[],"v.停止, 不再穿"
ledge,[ledV],"n.壁架, 架状突出物, 暗礁, 矿层"
legacy,[5legEsi],"n.遗赠(物), 遗产(祖先传下来)刑獾"
legalize,[5li:gElaiz],"vt.使得到法律认可, 公认, 使合法化"
legendary,[5ledVEndEri],"n.传奇故事书, 传奇文学//adj.传说中的"
legion,[5li:dVEn],"n.古罗马军团(约有3000至6000步兵,辅以数百名骑兵), <书>众多, 大批"
legislate,[5ledVis7leit],vi.制定法律//vt.通过立法
leisure for,[],有空...
lemon,[5lemEn],n.柠檬//adj.柠檬色的
leopard,[5lepEd],"n.豹, 美洲豹.美洲虎"
lessen,[5lesn],"v.减少, 减轻"
lesson,[5lesn],"n.功课, (一节)课, 课程, 教训"
let,[let],"vt.假设, 出租, 允许, 排放, 让...进入(或通过), 妨碍//vi.出租, (工程等)被承包//n.出租屋, 障碍"
lethal,[5li:WEl],adj.致命的//n.致死因子
level,[5lev(E)l],"n.水平, 水平面, 水准, 标准, 级别//adj.同高的, 平坦的, 齐平的, 水平的//vt.使...水平, 夷平, 使同等, 瞄准, 对准//vi.变平, 拉平"
leverage,[5li:vEridV],n.杠杆作用
levity,[5leviti],"n.轻率, 轻浮, 不稳定, 多变"
levy,[5levi],"n.征收, 征税, 征兵//v.征收, 征集, 征用"
liaison,[li(:)5eizB:n; -zEn],"n.联络, (语音)连音"
liberal,[5libErEl],"n.自由主义者, (尤指英国、加拿大等国的)//adj.慷慨的, 不拘泥的, 宽大的, 自由主义的"
liberate,[5libEreit],"v.解放, 释放"
library,[5laibrEri],"n.图书馆, 藏书室, 库"
licensed,[5laisEnst],adj.得到许可的
likely,[5laikli],"adj.很可能的, 合适的, 可靠的, 有希望的//adv.或许, 很可能"
lilac,[5lailEk],"n.[植]丁香(尤指西洋丁花)紫丁香, 丁香花, 淡紫色//adj.淡紫色的"
limestone,[5laimstEun],n.石灰石
limp,[limp],"adj.柔软的, 易曲的//vi.跛行"
limpid,[5limpid],adj.清澈的
linguistics,[liN5gwistiks],n.语言学
liquid,[5likwid],"n.液体, 流体, 流音//adj.液体的, 清澈的, 透明的, 明亮的, 流动的, 易变的, (财务)易变卖的"
listless,[5listlis],"adj.倦怠的, 冷漠的，情绪低落的"
literate,[5litErit],n.学者//adj.有文化的，有阅读和写作能力的
lithe,[laiT],"adj.(指人、身体)柔软的, 易弯的"
lithograph,[5liWE7grB:f],"n.平版（指石版或金属板）印刷, 平版画//vt.以平版印刷"
loan,[lEun],"n.（借出的）贷款, 借出//v.借, 借给"
loath,[lEuW],"adj.不情愿的, 勉强的"
loathe,[lEuT],"vt.厌恶, 憎恶"
lobster,[5lCbstE],n.龙虾
locate,[lEu5keit],"vt.查找...的地点, 使...坐落于, 位于//v.定位, 位于"
locust,[5lEukEst],"n.[动]蝗虫, 蚱蜢, 蝉"
lode,[lEud],"n.矿脉, 斜成矿, 复成矿"
lofty,[5lC(:)fti],"adj.高高的, 崇高的, 高傲的, 高级的"
log,[lCg],"n.航行日志, 原木, 园形木材, 园木//v.把...记入航行日志, 伐木, 把...锯成段"
logical,[5lCdVikEl],"adj.合乎逻辑的, 合理的"
loiter,[5lCitE],"v.闲荡, 虚度, 徘徊"
lone,[lEun],"adj.孤独的, 独立的"
long,[lCN],"adj.长的, 长期的, 做多头的, 高的//vi.渴望, 热望//adv.长期地, 始终//n.长时间, (市场上)做多头的人, [语音]长音节"
longitude,[5lCndVitju:d],"n.经度, 经线"
look,[luk],"n.看, 注视, 脸色, 面容, 外表//vi.看, 注意, 朝着, 好象, 显得//vt.打量, 注视, 用眼神(或脸色)表示, 期待"
look forward to,[],"期望//期待,盼望"
loop,[lu:p],"n.环, 线(绳)圈, 弯曲部分, 回路, 回线, (铁路)让车道, (飞机)翻圈飞行//vt.使成环, 以圈结, 以环连结//vi.打环, 翻筋斗//n.循环"
loose,[lu:s],"n.解放, 放任, 放纵//adj.宽松的, 不精确的, 不牢固的, 散漫的, 自由的//vt.释放, 放枪, 开船//vi.变松, 开火//adv.松散地"
loot,[lu:t],"v.掠夺, 抢劫, 劫掠//n.掠夺物, 战利品, 抢劫"
lose,[lu:z],"vt.遗失, 浪费, 错过, 输去, 使失去, 使迷路, 使沉溺于//vi.受损失, 失败"
loss,[lCs],"n.损失, 遗失, 失败, 输, 浪费, 错过, [军]伤亡, 降低"
lot,[lCt],"n.签, 抽签, 一堆, 许多, 命运, 一块地, 份额//vt.划分//vi.抽签, 抓阄"
lottery,[5lCtEri],n.抽彩给奖法
lotus,[5lEutEs],"n.[植]莲属// 荷(花), 莲(花)// 睡莲//adj.贪图安乐的"
low,[lEu],"n.低, 低价, 牛叫声//adj.低的, 浅的, 消沉的, 微弱的, 粗俗的, 卑贱的, 体质弱的//adv.低下地, 谦卑地, 低声地, 低价地//vi.牛叫"
luck,[lQk],"n.运气, 好运, 幸运"
lug,[lQg],v.拖拉//n.接线片
lull,[lQl],"n.暂停, 麻痹//vt.使平静, 哄骗, 使安静//vi.变平静"
luminous,[5lju:minEs],"adj.发光的, 明亮的"
lurch,[lE:tF],"n.突然倾斜, 挫折, 举步蹒跚, 徘徊, 困境//vi.惨败, 倾斜, 徘徊//vt.击败"
lure,[ljuE],v.引诱
lurk,[lE:k],"n.潜伏, 埋伏//vi.潜藏, 潜伏, 埋伏"
luster,[5lQstE],"n.光彩, 光泽//vi.有光泽, 发亮//vt.使有光泽"
lusty,[5lQsti],"adj.健壮的, 精力充沛的"
luxuriant,[lQg5zjuEriEnt],"adj.丰产的, 丰富的, 肥沃的, 奢华的"
luxurious,[lQg5zjuEriEs],"adj.奢侈的, 豪华的"
lyrebird,[],n.[动]琴鸟
lyric,[5lirik],"n.抒情诗, 歌词//adj.(供)吟唱的, 抒情的"
macaw,[mE5kC:],"n.金刚鹦鹉, 美国棕榈"
machination,[mAki5neiF(E)n],n.诡计
machinery,[mE5Fi:nEri],"n.[总称] 机器, 机械"
mackerel,[5mAkrEl],n.鲭
maculate,[5mAkjuleit],adj.有斑点的//v.玷污
magnate,[5mAgneit],"n.大资本家, 巨头, 富豪, 要人, ...大王"
magnificent,[mAg5nifisnt],"adj.华丽的, 高尚的, 宏伟的"
maim,[meim],"vt.使残废, 使不能工作"
maintain,[men5tein],"vt.维持, 维修, 继续, 供养, 主张"
major,[5meidVE],"n.<美>[教]主修课, [律]成年人, [乐]大调//adj.主修的, 成年的, 大调的//vi.主修"
majority,[mE5dVCriti],"n.多数, 大半//n.[律] 成年"
make,[meik],"vt.制造, 安排, 使成为, 认为, 产生, 获得, 进行, 构成//vi.开始, 前进, 增大, 被制造, 被处理//n.制造, 构造, 性情"
malady,[5mAlEdi],n.疾病
malcontent,[5mAlkEn5tent],adj.不满的//n.不满者
malediction,[7mAli5dikFEn],"n.咒, 坏话"
malevolent,[mE5levElEnt],"adj.有恶意的, 坏心肠的"
malice,[5mAlis],"n.恶意, 怨恨, 预谋, 蓄意犯罪"
malicious,[mE5liFEs],"adj.怀恶意的, 恶毒的"
malign,[mE5lain],v.诽谤//adj.恶毒的
malignant,[mE5lignEnt],adj.恶性的
mallard,[5mAlEd],"n.野鸭, 野鸭肉"
malleable,[5mAliEbl],"adj.有延展性的, 可锻的"
mammals,[],哺乳动物
management,[5mAnidVmEnt],"n.经营, 管理, 处理, 操纵, 驾驶, 手段"
mandate,[5mAndeit],"n.(书面)命令, 训令, 要求, (前国际联盟的)委任托管权//vt.委任统治"
mandatory,[5mAndEtEri],"adj.命令的, 强制的, 托管的"
maneuver,[mE5nu:vE],v.机动//n.机动
manful,[5mAnful],adj.勇敢的
mangle,[5mANgl],"vt.乱砍, 撕裂, 破坏, 毁损, 损坏, 轧布//n.(洗衣用的)轧干机, 熨平机"
mania,[5meinjE; -niE],"n.[医]颠狂, 狂躁, 癖好, 狂热"
manifold,[5mAnifEuld],"n.复印本, 多种//adj.多种形式的, 有许多部分的, 多方面的//vt.复写, 繁殖, 增多"
manipulate,[mE5nipjuleit],"vt.(熟练地)操作, 使用(机器等), 操纵(人或市价、市场), 利用, 应付, 假造//vt.(熟练地)操作,巧妙地处理"
manufacture,[7mAnju5fAktFE],"vt.制造, 加工//n.制造, 制造业, 产品"
manure,[mE5njuE],n.肥料//v.施肥于
marble,[5mB:bl],"n.大理石, (玩具)弹球.石弹子, 雕刻品//adj.大理石的, 冷酷无情的, 坚硬的"
margin,[5mB:dVin],"n.页边的空白, (湖、池等的)边缘, 极限, 利润, 差数, (时间、金额等的)富余//vt.加边于, 加旁注于"
marigold,[5mArigEuld],"n.[植]万寿菊, 金盏草"
marine,[mE5ri:n],"n.舰队, 水兵, 海运业//adj.海的, 海产的, 航海的, 船舶的, 海运的"
marital,[5mAritl],adj.婚姻的
maritime,[5mAritaim],"adj.海上的, 海事的, 海运的, 海员的"
mark,[mB:k],"n.标志, 分数, 痕迹, 记号//vt.做标记于, 打分数, 标志//vi.作记号"
market,[5mB:kit],"n.市场, 销路, 行情//vt.在市场上交易, 使上市//vi.在市场上买卖"
marry,[5mAri],"vt.娶, 嫁, 和...结婚"
martinet,[7mB:ti5net],"n.规律严肃的人, 严格的人"
marvelous,[],"adj.引起惊异的, 不可思议的, 非凡的"
mass,[mAs],"n.块, 大多数, 质量, 群众, 大量//adj.群众的, 大规模的, 集中的//vt.使集合//vi.聚集"
massive,[5mAsiv],"adj.厚重的, 大块的, 魁伟的, 结实的"
masticate,[5mAstikeit],v.咀嚼
matchless,[5mAtFlis],"adj.无敌的, 无比的"
materially,[mE5tiEriEli],"adv.本质上, 物质上, 重大"
materials,[],原料
mathematics,[7mAWi5mAtiks],n.数学
matter,[5mAtE],"n.事件, 问题, 物质, 内容, 实质, 原因, (印刷或书写的)文件, (文章或讲话等的)素材//vi.有关系, 要紧"
maul,[mC:l],"n.大槌//vt.打伤, 粗手粗脚地摆弄, 抨击"
maxim,[5mAksim],"n.格言, 座右铭"
mayfly,[`meiflai],"n.[昆]蜉蝣类, 飞蝼蛄"
maze,[meiz],"n.曲径, 迷宫, 迷津, 迷惘, 迷惑, 糊涂//vt.使迷惘, 使混乱, 迷失"
meadow,[5medEu],"n.草地, 牧场"
mean,[mi:n; min],"adj.低劣的, 卑鄙的, 普通的, 吝啬的, 简陋的, 平均的, 惭愧的, 不舒服的//vt.意谓, 想要, 预定//vi.用意, 有意义//n.平均数, 中间, 中庸"
meander,[mi5AndE],"n.漫步, 弯曲, 曲流//v.漫步, 蜿蜒而流"
means,[mi:nz],"n.手段, 方法//v.意味, 想要"
measles,[5mi:zlz],"n.[医]麻疹, 风疹, 包虫病, 痧子"
mechanical,[mi5kAnikl],"adj.机械的, 机械制的, 机械似的, 呆板的"
mechanics,[mi5kAniks],"n.(用作单数)机械学、力学, (用作复数)技巧, 结构"
meddle,[5medl],v.管闲事
mediate,[5mi:diit; -djEt],"v.仲裁, 调停, 作为引起...的媒介, 居中调停"
mediocre,[7mi:di5EukE; 5mi:diEukE],adj.普普通通的
meditate,[5mediteit],"v.想, 考虑, (尤指宗教上的)沉思, 冥想"
meditative,[5meditEtiv],"adj.沉思的, 爱思考的, 冥想的"
medium,[5mi:djEm],"n.媒体, 方法, 媒介//adj.中间的, 中等的, 半生熟的"
meek,[mi:k],"adj.温顺的, 谦恭的, (河流等)和缓的, 驯服的"
menace,[5menEs],"n.威胁, 危险物//v.恐吓, 危及, 威胁"
mend,[mend],"n.改进, 改良, 补丁, 修理部分, 好转//vt.修改, 改进, 加快, 修理, 修补//vi.好转, 改善, 改正"
menial,[5mi:njEl],adj.仆人的//n.仆人
mention,[5menFEn],"vt.提及, 说起//n.提及, 说起//v.论及, 提及"
mention of,[],提及...
mentor,[5mentC:],"n.[希神]门特(良师益友), 贤明的顾问, 导师, 指导者"
merchandise,[5mE:tFEndaiz],"n.商品, 货物"
merciful,[5mE:siful],"adj.仁慈的, 慈悲的"
merge,[mE:dV],"v.合并, 并入, 结合, 吞没, 融合"
merit,[5merit],"n.优点, 价值//v.有益于"
meritorious,[7meri5tC:riEs],adj.有功的
messy,[5mesi],"adj.肮脏的, 凌乱的, 杂乱"
metabolism,[me5tAbElizEm],"n.新陈代谢, 变形"
mete,[mi:t],n.边界//v.给予
meteor,[5mi:tjE],"n.流星, 大气现象"
method,[5meWEd],n.方法
methodical,[mi5WCdik(E)l],"adj.有方法的, 有系统的"
meticulous,[mi5tikjulEs],adj.小心翼翼的
mica,[5maikE],n.[矿]云母
mighty,[5maiti],"n.有势力的人//adj.有势力的, 强大的, 有力的//adv.很, 极, 非常"
milk,[milk],"n.乳, 牛奶//v.挤(奶), 贤明的顾问, 导师, 指导者"
mimicry,[5mimikri],n.模仿
mimosa,[mi5mEuzE],n.[植]含羞草
mince,[mins],v.切碎
mincing,[5minsiN],adj.装腔作势的//v.切碎
mind,[maind],"n.头脑, 智力, 精神, 意见, 情绪//vi.介意, 照顾, 留心//vt.注意, 留意, 专心于, 照看, 介意"
mine,[main],"n.矿, 矿山, 矿井, 源泉, 宝库, 地雷, 水雷//vt.挖掘, 开采, 在...布雷, 破坏//vi.开矿, 埋设地雷//pron.我的"
mineralogy,[7minE5rAlEdVi],n.矿物学
minority,[mai5nCriti; mi-],"n.少数, 少数民族"
minuscule,[mi5nQskju:l],"n.草写小字//adj.用草写小字写的, 极小的"
minute,[mai5nju:t],"n.分, 分钟, 片刻, 一瞬间, 备忘录, 笔记//vt.记录, 摘录, 测定时间//adj.微小的, 详细的, 仔细而准确的"
mischance,[mis5tFB:ns],"n.不幸, 灾难"
mischief,[5mistFif],"n.伤害, 危害, 故障, 恶作剧, 淘气, 调皮的人, 损害"
mischievous,[5mistFivEs],"adj.有害的, 恶作剧的, 淘气的, 为害"
miser,[5maizE],"n.守财奴, 吝啬鬼, (石油工程上用的)凿井机"
miserable,[5mizErEbl],"adj.痛苦的, 悲惨的, 可怜"
miserly,[5maizEli],"adj.吝啬的, 贪婪的"
misery,[5mizEri],"n.痛苦, 苦恼, 悲惨, 不幸, 穷困"
misgiving,[mis5giviN],"疑惧, 疑虑"
mishap,[5mishAp; mis5hAp],n.灾祸
miss,[mis],"n.过错, 避免, 失败, 小姐, 姑娘//vt.未得到, 未达到, 未听到, 思念, 未觉察, 错过, 遗漏, 逃脱//vi.失败, 击不中"
mission,[5miFEn],"n.使命, 任务, 使团, 代表团"
mitigate,[5mitigeit],v.减轻
mix,[miks],"v.使混和, 混淆, 混合//n.混合"
mixture,[5mikstFE],"n.混合, 混合物, 混合剂"
mock,[mCk],"v.嘲笑, 骗, 挫败, 嘲弄//adj.假的//n.嘲弄, 模仿, 仿制品"
mode,[mEud],"n.方式, 模式, 样式, 时尚//n.DOS命令：完成有关在处理器和屏幕, 打印机和键盘之间传递数据的各种功能"
moderate,[5mCdErit],"adj.中等的, 适度的, 适中的//v.缓和"
modest,[5mCdist],"adj.谦虚的, 谦让的, 适度的"
modesty,[5mCdisti],"n.谦逊, 虚心"
modify,[5mCdifai],"vt.更改, 修改//v.修改"
modulate,[5mCdjuleit],"vt.调整, 调节, (信号)调制"
moiety,[5mCiEti],"n.二分之一, 一部分, 半族"
moist,[mCist],adj.潮湿的//n.潮湿
moisten,[5mCisn],vt.弄湿//vi.变潮湿
mole,[mEul],"n.[医]胎块, [动]鼹鼠, 防波堤, 筑有防波堤的海港"
molecule,[5mClikju:l; 5mEu-],"n.[化]分子, 些微"
mollify,[5mClifai],v.平息
momentous,[mEu5mentEs],"adj.重大的, 重要的"
monarch,[5mCnEk],n.君主
monitor,[5mCnitE],"n.班长, 监听器, 监视器, 监控器//vt.监控//v.监控"
monk,[mQNk],"n.修道士, 僧侣"
monotonous,[mE5nCtEnEs],"adj.单调的, 无变化的"
monsoon,[mCn5su:n],"n.季候风, (印度等地的)雨季, 季风"
monster,[5mCnstE],"n.怪物, 妖怪"
morale,[mC5rB:l],"n.士气, 民心"
morbid,[5mC:bid],"adj.病的, 由病引起的, 病态的, 恐怖的"
moribund,[5mC(:)ribQnd],adj.垂死的//n.垂死的人
moron,[5mC:rCn],"n.<口>低能者, 笨人, [医]痴愚者(指智商在50-70之间的成年人), [心]性(欲)倒错者, 性反常者"
morsel,[5mC:sEl],"n.(食物)一口, 少量"
mortal,[5mC:tl],"n.凡人, 人类//adj.必死的, 致命的, 人类的, 临终的//adj.<口>极端的, 非常大(长)的"
mosquito,[mEs5ki:tEu],n.蚊子
most,[mEust],"adj.最多的, 多数的, 大部分的//adv.最, 最多, 很, 十分, 最, 最大的, 其中大多数, 极其//n.大多数, 大部分"
mostly,[5mEustli],"adv.主要地, 大部分, 通常"
mote,[mEut],"n.尘埃, 微粒"
moth,[mCW],"n.蛾, 蛀虫"
motif,[mEu5ti:f],"n.主题, 主旨, 动机, 图形"
motion,[5mEuFEn],"n.运动, 动作//v.运动"
motivation,[7mEuti5veiFEn],n.动机
move,[mu:v],"n.移动, 迁居, 步骤//vt.移动, 感动, 鼓动//vi.移动, 离开, 运行, 迁移, 搬家"
muddle,[5mQdl],"vt.混合, 使微醉, 使咬字不清晰, 鬼混//vi.胡乱对付//n.困惑, 混浊状态, 糊涂"
mullet,[5mQlit],"n.[鱼]胭脂鱼, 鲻鱼"
multitude,[5mQltitju:d],"n.多数, 群众"
mumps,[mQmps],腮腺炎
munificent,[mju(:)5nifisnt],"adj.宽宏的, 慷慨的"
muse,[mju:z],v.沉思//n.[希神] 缪斯女神
music,[5mju:zik],"n.音乐, 乐曲"
mutation,[mju(:)5teiFEn],"n.变化, 转变, 元音变化, (生物物种的)突变"
mutual,[5mju:tjuEl; 5mju:tFuEl],"adj.相互的, 共有的"
myna,[5mainE],n.[鸟]家八哥
mysterious,[mis5tiEriEs],adj.神秘的
nadir,[5neidiE; -dE],"n.[天] 天底, 最底点, 最低点"
narcissus,[nB:5sisEs],"n.[植]水仙, 水仙花"
narrate,[nA5reit],"v.叙述, 讲述, 作解说, 讲故事"
national treasury,[],国库
nationality,[7nAFE5nAliti],"n.国籍, 国家, 部落, 民族, 民族性"
natural,[5nAtFErEl],"adj.自然的, 自然界的, 关于自然界的, 天生的, 天赋的, 普通的, 正常的, 简单自然的//本位号"
naughty,[5nC:ti],"adj.顽皮的, 淘气的, 不听话的, 没规矩的, 不适当的, 下流的"
nauseate,[5nC:sieit],"vi.作呕, 产生恶感, 厌恶//vt.使厌恶, 使恶心, 使作呕"
naval,[5neivEl],adj.海军的
navigation,[7nAvi5geiFEn],"n.航海, 航空, 导航, 领航, 航行"
near,[niE],"adj.亲近的, 亲密的, 近, (车, 马等)左侧的, 吝啬的//adv.(时间, 空间方面)近, 不远//prep.在...近旁, 近...//v.接近, 走近"
